행정구역명,학원-교습소,학원지정번호,학원명,도로명주소,도로명상세주소,분야명,교습계열명,교습과정목록명,교습과정명,정원합계,일시수용능력인원합계,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,등록상태명,등록일자,개설일자,적재일시
동작구,학원,1000036820,대성학원,서울특별시 동작구 노량진로 120,/ 1층~6층 (노량진동/대성학원),입시.검정 및 보습,보통교과,보습/,보습,1200,3029,,Y,N,156800,개원,1965-04-23,1965-04-23,2021-10-17
동작구,학원,1000036979,아하브음악학원,서울특별시 동작구 흑석로 11,/ 3층 (상도1동/ 열린우리교회),예능(대),예능(중),음악/,음악,162,54,,N,N,156830,개원,1979-10-08,1979-10-08,2021-10-17
동작구,학원,1000037115,대산전기학원,서울특별시 동작구 노량진로 104,/ 13층,직업기술,산업기반기술,전기/,전기,1015,210,,Y,N,6928,개원,1981-01-31,1981-01-31,2021-10-31
동작구,학원,1000037447,박문각경찰학원,서울특별시 동작구 노량진로 161,/ 2~3층 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,48700,238,,Y,N,6902,개원,1985-09-25,1985-09-25,2021-10-17
동작구,학원,1000037463,아람컴퓨터학원,서울특별시 동작구 동작대로29길 119,우성2단지 상가 404(사당동),직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),600,60,,N,N,156772,개원,1985-12-28,1985-12-28,2021-10-17
동작구,학원,1000037474,미래연미술학원,서울특별시 동작구 사당로16길 80,2층 (사당동),예능(대),예능(중),,미술,100,100,,N,N,156822,개원,1985-10-10,1985-10-10,2021-10-17
동작구,학원,1000037625,한국건축토목학원,서울특별시 동작구 노량진로 169,/ 7층 일부/ 9층 (노량진동/ 순만빌딩),종합(대),,토목/건축/,,1025,213,,N,N,156801,개원,1986-11-11,1986-11-11,2021-10-17
동작구,학원,1000037628,비젼독서실,서울특별시 동작구 만양로14사길 10,1-4층 (노량진동),독서실,독서실(중),,독서실(일반인),298,149,,N,N,156802,개원,1986-11-17,1986-11-17,2021-10-17
동작구,학원,1000037799,열린이화음악학원,서울특별시 동작구 동작대로11길 104,3층(사당동),예능(대),예능(중),음악/,음악,81,27,,N,N,156823,개원,1987-11-02,1987-11-02,2021-10-17
동작구,학원,1000037922,해성속셈학원,서울특별시 동작구 성대로29길 63,2층 (상도동),기타(대),기타(중),속셈/,속셈,360,180,,N,N,156840,개원,1988-08-18,1988-08-18,2021-10-17
동작구,학원,1000037941,모스트학원,서울특별시 동작구 사당로 226,/ 3층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,483,69,,Y,N,7010,개원,1988-11-19,1988-11-19,2021-10-17
동작구,학원,1000037954,모짜르트음악학원,서울특별시 동작구 여의대방로 22,우성상가304호 (신대방동),예능(대),예능(중),음악/,음악,192,24,,Y,N,156852,개원,1988-12-07,1988-12-07,2021-10-17
동작구,학원,1000037956,참음악학원,서울특별시 동작구 성대로 69,(상도동),예능(대),예능(중),음악/,음악,990,110,,N,N,156843,개원,1988-12-07,1988-12-07,2021-10-17
동작구,학원,1000037971,꿈이찬보습학원,서울특별시 동작구 성대로 59,2층(상도동),입시.검정 및 보습,보통교과,보습/,보습,400,50,,Y,N,156844,개원,1988-04-15,1988-04-15,2021-10-17
동작구,학원,1000038108,아카데미라운지노량진독서실,서울특별시 동작구 만양로18길 39,/ 2~6층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),2120,212,,Y,N,6913,개원,1989-04-01,2006-05-25,2021-10-17
동작구,학원,1000038133,한솔독서실,서울특별시 동작구 만양로14바길 4,1-5층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),480,160,,N,,156802,개원,1989-07-08,2007-01-04,2021-10-17
동작구,학원,1000038163,고운독서실,서울특별시 동작구 만양로14마길 24,(노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),35,35,,N,,156802,개원,1989-10-21,1989-10-21,2021-10-17
동작구,학원,1000038167,지스쿨서울학원,서울특별시 동작구 노량진로 158,/ 3층일부/ 4층~6층 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,28800,970,,Y,N,6922,개원,1989-11-13,1989-11-13,2021-10-17
동작구,학원,1000038285,동아음악학원,서울특별시 동작구 신대방2길 13,3층 (신대방동),예능(대),예능(중),음악/,음악,960,60,,N,N,156853,개원,1989-04-18,1989-04-18,2021-10-17
동작구,학원,1000038292,춤아리무용학원,서울특별시 동작구 현충로 119,4층(흑석동/명수대현대아파트),예능(대),예능(중),무용/,무용,624,50,,Y,N,156791,개원,1989-05-02,1989-05-02,2021-10-17
동작구,학원,1000038368,현대이화음악학원,서울특별시 동작구 현충로 153,한강현대상가3층(흑성동),예능(대),예능(중),음악/,음악,46,104,,N,N,156857,개원,1989-09-25,1989-09-25,2021-10-17
동작구,학원,1000038485,박문각임용고시학원,서울특별시 동작구 노량진로 171,/ 1층일부/ 2~10층,인문사회(대),인문사회(중),성인고시/,성인고시,18228,588,,Y,N,6902,개원,1989-05-29,1989-05-29,2021-10-17
동작구,학원,1000038554,새현대속셈학원,서울특별시 동작구 현충로 151,한강현대상가3층(흑석동),기타(대),기타(중),속셈/,속셈,90,90,,N,N,156792,개원,1989-09-30,1989-09-30,2021-10-17
동작구,학원,1000038984,파랑새음악학원,서울특별시 동작구 여의대방로24길 54,2층(신대방동),예능(대),예능(중),음악/,음악,80,20,,N,N,156848,개원,1990-01-17,1990-01-17,2021-10-17
동작구,학원,1000039070,라라음악학원,서울특별시 동작구 사당로16가길 42,(사당동),예능(대),예능(중),음악/,음악,90,30,,,N,156821,개원,1990-04-26,1990-04-26,2021-10-17
동작구,학원,1000039077,대한리더스학원,서울특별시 동작구 사당로 231,/ 3층/ 4층 (사당동),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),290,293,,N,N,7004,개원,1990-07-03,1990-07-03,2021-10-17
동작구,학원,1000039342,제이피아노음악학원,서울특별시 동작구 상도로15길 51,3층(상도동),예능(대),예능(중),음악/,음악,70,60,,Y,N,156839,개원,1991-03-04,1991-03-04,2021-10-17
동작구,학원,1000039349,플라이미술학원,서울특별시 동작구 노량진로 166,/ 4층 일부,예능(대),예능(중),미술/,미술,1800,60,,Y,N,6913,개원,1991-03-07,1991-03-07,2021-10-17
동작구,학원,1000039396,솔로몬음악학원,서울특별시 동작구 장승배기로 37,(상도동),예능(대),예능(중),음악/,음악,40,45,,N,N,156838,개원,1991-11-21,1991-11-21,2021-10-17
동작구,학원,1000039405,두손음악학원,서울특별시 동작구 사당로17길 8,/ 상가 A동 405-1 (사당동/ 대림아파트),예능(대),예능(중),음악/,음악,238,35,,Y,N,156775,개원,1991-03-04,1991-03-04,2021-10-17
동작구,학원,1000039541,대호보습학원,서울특별시 동작구 동작대로 43,(사당동),입시.검정 및 보습,보통교과,보습/,보습,40,244,,N,N,156826,개원,1992-08-13,1992-08-13,2021-10-17
동작구,학원,1000039567,대지보습학원,서울특별시 동작구 사당로23나길 30,/ 3~4층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,80,100,,Y,N,7007,개원,1992-08-21,1992-08-21,2021-10-17
동작구,학원,1000039659,삼성금형기계기술학원,서울특별시 동작구 대림로 56,5층 (신대방동),직업기술,산업기반기술,기계/,기계,510,75,,N,N,156854,개원,1992-07-15,1992-07-15,2021-10-17
동작구,학원,1000039869,청보독서실,서울특별시 동작구 만양로6길 28,(노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),42,42,,N,N,156802,개원,1994-05-14,2005-06-03,2021-10-17
동작구,학원,1000039903,에듀탑보습학원,서울특별시 동작구 상도로15길 87,/ 3층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,252,70,,Y,N,6949,개원,1994-02-17,1994-02-17,2021-10-17
동작구,학원,1000039910,아이디미술학원,서울특별시 동작구 대방동23길 45,/ 3층 (대방동),예능(대),예능(중),미술/,미술,100,120,,N,N,156810,개원,1994-02-18,1994-02-18,2021-10-17
동작구,학원,1000039934,대림음악학원,서울특별시 동작구 여의대방로 250,/ 상가동/상가 5-8호 (대방동/ 대림아파트),예능(대),예능(중),음악/,음악,472,118,,N,N,156761,개원,1994-04-19,1994-04-19,2021-10-17
동작구,학원,1000039946,율몽음악학원,서울특별시 동작구 동작대로9가길 31,(사당동),예능(대),예능(중),음악/,음악,100,72,,N,N,156826,개원,1994-07-15,1994-07-15,2021-10-17
동작구,학원,1000040147,동작대방시매쓰보습학원,서울특별시 동작구 상도로 71,2층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,24,91,,Y,N,156811,개원,1995-09-30,1995-09-30,2021-10-17
동작구,학원,1000040285,동작시사어학원,서울특별시 동작구 동작대로29길 77,/ 2층 (사당동),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),843,281,,N,N,156815,개원,1995-12-17,1995-12-17,2021-10-17
동작구,학원,1000040329,유진보습학원,서울특별시 동작구 사당로23나길 22,(사당동),입시.검정 및 보습,보통교과,보습/,보습,1980,180,,N,N,156817,개원,1996-02-27,1996-02-27,2021-10-17
동작구,학원,1000040374,서강보습학원,서울특별시 동작구 대방동27길 91,/ (2층) (대방동/대호빌딩),입시.검정 및 보습,보통교과,보습·논술/,보습·논술,220,80,,Y,N,156810,개원,1996-04-22,1996-04-22,2021-10-17
동작구,학원,1000040510,성원음악학원,서울특별시 동작구 여의대방로 256,/ 304호일부/ 305호~306호 (대방동),예능(대),예능(중),음악/,음악,180,53,,Y,N,6941,개원,1996-06-20,1996-06-20,2021-10-17
동작구,학원,1000040605,대한보습학원,서울특별시 동작구 사당로 231,2층 함풍빌딩 (사당동),입시.검정 및 보습,보통교과,보습/,보습,1220,210,,Y,N,156821,개원,1997-04-21,1997-04-21,2021-10-17
동작구,학원,1000040661,이아이이(EiE)고려대학교국제어학원영어교육프로그램동작대방학원,서울특별시 동작구 알마타길 21-42,/ 2층 (대방동/ 대방교회),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),408,146,,Y,N,6939,개원,1997-08-28,1997-08-28,2021-10-17
동작구,학원,1000040831,이엠올림보습학원,서울특별시 동작구 흑석로13길 9,/ 2층 (흑석동),입시.검정 및 보습,보통교과,보습/,보습,80,96,,Y,N,156860,개원,1998-11-28,1998-11-28,2021-11-07
동작구,학원,1000040859,서울조형미술학원,서울특별시 동작구 노량진로 123,3층 (노량진동),기예(대),기예(중),미술/,미술,100,50,,N,N,156800,개원,1999-06-02,1999-06-02,2021-11-14
동작구,학원,1000040917,골든벨보습학원,서울특별시 동작구 동작대로29길 63-6,/ 3층 전체 (사당동),입시.검정 및 보습,보통교과,보습/,보습,30,75,,Y,N,156815,개원,1999-10-19,1999-10-19,2021-10-17
동작구,학원,1000040938,일등고시학원,서울특별시 동작구 노량진로 147,/ 2층/ 4층일부/ 5층,인문사회(대),인문사회(중),성인고시/,성인고시,180,250,,Y,N,6902,개원,1999-11-19,1999-11-19,2021-10-17
동작구,학원,1000040974,최강수학상아탑학원,서울특별시 동작구 상도로 122,(상도동),입시.검정 및 보습,보통교과,보습/,보습,3600,180,,N,N,156836,개원,1999-12-23,1999-12-23,2021-10-17
동작구,학원,1000040992,이투학원,서울특별시 동작구 등용로 92,우석빌딩2/3층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,928,116,,N,N,156807,개원,2000-03-04,2000-03-04,2021-10-17
동작구,학원,1000041089,한빛보습학원,서울특별시 동작구 만양로 26,/ 건영아파트상가동 216~217호,입시.검정 및 보습,보통교과,보습/,보습,128,76,,Y,N,6918,개원,2000-11-24,2000-11-24,2021-10-17
동작구,학원,1000041095,연세보습학원,서울특별시 동작구 상도로 49,3층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,803,73,,,N,156811,개원,2000-12-06,2000-12-06,2021-10-17
동작구,학원,1000041101,비엔나음악학원,서울특별시 동작구 장승배기로16길 27,2/3층(노량진동),예능(대),예능(중),음악/,음악,60,30,,N,,156806,개원,2000-12-14,2000-12-14,2021-10-17
동작구,학원,1000041121,청솔큰학원,서울특별시 동작구 만양로 12,/ 3층 좌측 (상도동/ 은혜빌딩),입시.검정 및 보습,보통교과,보습/,보습,442,69,,Y,N,6919,개원,2001-02-23,2001-02-23,2021-10-17
동작구,학원,1000041135,아트비미술학원,서울특별시 동작구 상도로 73,/ 2층 일부 (대방동/보광빌딩),예능(대),예능(중),미술/,미술,165,54,,N,N,156808,개원,2001-04-02,2001-04-02,2021-10-17
동작구,학원,1000041142,로이즈학원,서울특별시 동작구 노량진로 4,3층 (대방동),인문사회(대),인문사회(중),성인고시/,성인고시,63600,211,,N,N,156808,개원,2001-04-20,2001-04-20,2021-10-17
동작구,학원,1000041151,나무와숲보습학원,서울특별시 동작구 상도로15길 103,/ 4층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,60,92,,,N,6949,개원,2001-05-11,2001-05-11,2021-10-17
동작구,학원,1000041161,밤비니지니어스상도미술학원,서울특별시 동작구 장승배기로 37,2층(상도동),예능(대),예능(중),미술/,미술,26,50,,N,N,156838,개원,2001-06-15,2001-06-15,2021-10-17
동작구,학원,1000041182,흑석연세보습학원,서울특별시 동작구 서달로8길 14,(흑석동),입시.검정 및 보습,보통교과,보습/,보습,360,60,,N,N,156859,개원,2001-08-22,2001-08-22,2021-11-07
동작구,학원,1000041204,여의도제이에스학원,서울특별시 동작구 여의대방로 284,2층(대방동),입시.검정 및 보습,보통교과,보습/,보습,216,69,,N,N,156808,개원,2001-10-24,2001-10-24,2021-10-17
동작구,학원,1000041218,희소아이비11학원,서울특별시 동작구 장승배기로 171,/ 11층일부 (노량진동/ 노량진아이비빌딩),인문사회(대),인문사회(중),성인고시/,성인고시,9100,245,,Y,N,6928,개원,2001-12-05,2001-12-05,2021-10-24
동작구,학원,1000041220,리드인학원,서울특별시 동작구 장승배기로 23,/ 2~3층 (상도동),종합(대),,보습/보습·논술/음악/,,257,144,,Y,N,7047,개원,2001-12-14,2001-12-14,2021-10-17
동작구,학원,1000041226,사당연세음악학원,서울특별시 동작구 동작대로29길 127,/ 2층 일부,예능(대),예능(중),음악/,음악,240,30,,Y,N,6990,개원,2002-01-04,2002-01-04,2021-10-17
동작구,학원,1000041247,월광미술학원,서울특별시 동작구 사당로2가길 103,/ 2층 (사당동/월광빌딩),예능(대),예능(중),미술/,미술,60,60,,,,156879,개원,2002-03-04,2002-03-04,2021-10-17
동작구,학원,10598,파워학원,서울특별시 동작구 성대로1길 8,2층 (상도동),입시.검정 및 보습,보통교과,,보습,700,70,,N,N,156843,개원,2005-07-12,2005-07-12,2021-10-17
동작구,학원,10722,주영광독서실,서울특별시 동작구 만양로14아길 8-6,1-5층,독서실,독서실(중),독서실(일반인)/,독서실(일반인),3744,299,,Y,N,156802,개원,2005-07-26,2005-07-26,2021-10-17
동작구,교습소,11026,줄리어드음악교습소,서울특별시 동작구 사당로17길8,대림아파트B동상가2층(사당동),예능(대),예능(중),피아노초급1,음악,28,4,,Y,N,156775,개원,2005-08-19,2005-08-19,2021-10-17
동작구,교습소,11031,꿈그림터미술교습소,서울특별시 동작구 사당로23바길 9,/ (사당동/ 동작삼성래미안아파트)306호 (사당동/ 동작삼성래미안아파트),예능(대),예능(중),미술1,미술,36,9,미술1:95000/ 미술2:110000/ 미술3:130000/ 미술5:160000,Y,N,156776,개원,2005-08-29,2005-08-29,2021-10-17
동작구,학원,11032,새지평혜림재독서실,서울특별시 동작구 만양로14바길 24,/ (1-3층) (노량진동/새지평독서실),독서실,독서실(중),독서실(일반인)/,독서실(일반인),4080,272,,N,N,156802,개원,2005-08-26,2005-08-26,2021-10-17
동작구,학원,11113,창아플러스미술학원,서울특별시 동작구 노량진로 114,/ 2층일부 (노량진동/ 청탑학원),예능(대),예능(중),미술/,미술,840,200,,Y,N,6928,개원,2005-09-02,2005-09-02,2021-10-17
동작구,학원,11474,비상아이비츠학원,서울특별시 동작구 여의대방로 22,/ 우성쇼핑센타 314 (신대방동/우성아파트),입시.검정 및 보습,보통교과,,보습,800,80,,,N,156786,개원,2005-10-04,2005-10-04,2021-10-17
동작구,학원,11822,박문각중개사학원,서울특별시 동작구 노량진로 146,/ 이데아빌딩 1층 일부/ 2층 (노량진동/ 이데아빌딩),인문사회(대),인문사회(중),성인고시/,성인고시,57900,509,,Y,N,156800,개원,2005-10-24,2005-10-24,2021-11-14
동작구,학원,11834,이찬이대학편입학원,서울특별시 동작구 노량진로 22,2-4층 (대방동),인문사회(대),인문사회(중),성인고시/,성인고시,600,211,,N,N,156808,개원,2005-11-10,2005-11-10,2021-10-17
동작구,학원,11887,임팩트영어학원,서울특별시 동작구 동작대로 157,/ 3층,입시.검정 및 보습,보통교과,보습/,보습,150,80,,Y,N,6996,개원,2005-11-17,2005-11-17,2021-10-17
동작구,교습소,11917,이남인피아노교습소,서울특별시 동작구 사당로16길 87,1층 (사당동),예능(대),예능(중),피아노A,음악,32,4,피아노A:168000/ 피아노B:210000/ 피아노C:208740/ 피아노D:336000/ 피아노E(입시):336000/ 피아노F(입시):336000/ 피아노G(입시):420000/ 피아노H(입시):504000,N,N,156821,개원,2005-11-17,2005-11-17,2021-10-17
동작구,교습소,12164,엄선생국어교습소,서울특별시 동작구 서달로 166,4층 (흑석동),입시.검정 및 보습,보통교과,초등국어,보습,27,9,초등국어:150000/ 중등국어:250000/ 고등국어:300000,N,N,156859,개원,2005-12-15,2005-12-15,2021-10-17
동작구,교습소,12311,도담다담음악교습소,서울특별시 동작구 국사봉1길 70,2층 (상도동),예능(대),예능(중),바이엘,음악,16,4,,N,N,156844,개원,2005-12-29,2005-12-29,2021-10-17
동작구,학원,12443,명성수능영어학원,서울특별시 동작구 상도로 313,(상도1동),입시.검정 및 보습,보통교과,보습/,보습,70,35,,Y,N,156031,개원,2006-01-05,2006-01-05,2021-10-17
동작구,학원,12444,스키마학원,서울특별시 동작구 사당로17길 8,/ 상가 A동 217호~221호/ 228호~232호 (사당동/ 대림아파트),입시.검정 및 보습,보통교과,보습/,보습,108,36,,Y,N,156775,개원,2006-01-05,2006-01-05,2021-10-17
동작구,학원,12624,영성보습학원,서울특별시 동작구 국사봉1길 146,3층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,400,80,,,N,156844,개원,2006-02-01,2006-02-01,2021-10-17
동작구,교습소,12802,새한양음악교습소,서울특별시 동작구 여의대방로46길 28,1층 (대방동),예능(대),예능(중),초급피아노주3회,음악,89,6,초급피아노주3회:120000/ 초급피아노주5회:130000/ 중급피아노주3회:140000/ 중급피아노주5회:150000/ 고급피아노주3회:150000/ 고급피아노주5회:160000/ 우쿨렐레:80000/ 단소:80000/ 하모니카:80000/ 플룻:150000/ 초급바이올린:150000/ 중급바이올린:170000/ 고급바이올린:190000,Y,N,156808,개원,2006-02-20,2006-02-20,2021-10-17
동작구,교습소,12803,새누리음악교습소,서울특별시 동작구 여의대방로46길 28,1층 (대방동),예능(대),예능(중),피아노(초급),음악,28,4,,N,N,156808,개원,2006-02-20,2006-02-20,2021-10-17
동작구,교습소,13368,창작미술교습소,서울특별시 동작구 등용로 38,래미안아파트 상가202호 (상도동),예능(대),예능(중),미술1,미술,21,7,미술1:80000/ 미술2:95000/ 미술3:120000,N,N,156830,개원,2006-03-31,2006-03-31,2021-10-17
동작구,교습소,13426,동암서예교습소,서울특별시 동작구 매봉로 134,신동아아파트 상가204호 (본동),기타(대),기타(중),서예,서예,9,9,서예:120000,N,N,156060,개원,2006-04-17,2006-04-17,2021-10-17
동작구,교습소,13487,이든음악교습소,서울특별시 동작구 성대로 28,(상도동),예능(대),예능(중),피아노초급,음악,48,8,피아노초급:120000/ 피아노중급1:130000/ 피아노중급2:140000/ 피아노고급1:150000/ 피아노고급2:160000/ 우쿨렐레-무료강의:0,Y,N,156834,개원,2006-04-21,2006-04-21,2021-10-17
동작구,학원,13490,신대방샘독서실,서울특별시 동작구 여의대방로 30,/ 현대상가112동 비동 250~254호,독서실,독서실(중),독서실(일반인)/,독서실(일반인),249,130,,Y,N,7064,개원,2006-04-11,2006-04-11,2021-10-17
동작구,학원,13736,케이투학원,서울특별시 동작구 상도로53길 13,/ 래미안3차 단지내 상가 304호/ 305호 (상도동/ 래미안상도3차아파트),입시.검정 및 보습,보통교과,보습/,보습,457,86,,Y,N,156830,개원,2006-05-08,2006-05-08,2021-10-17
동작구,학원,13781,중앙음악학원,서울특별시 동작구 상도로 332,3층 (상도동),예능(대),예능(중),음악/,음악,110,40,,Y,N,156880,개원,2006-05-24,2006-05-24,2021-10-17
동작구,학원,13865,노량진메가스터디학원,서울특별시 동작구 장승배기로 171,/ 7층 (노량진동/ 노량진아이비빌딩),종합(대),,보습/보습·논술/진학상담지도/,,9760,298,,Y,N,6928,개원,2006-06-02,2006-06-02,2021-11-07
동작구,교습소,13980,선화음악교습소,서울특별시 동작구 사당로17길 83,(사당동),예능(대),예능(중),피아노(초급),음악,36,4,피아노(초급):130000/ 피아노(중급):140000/ 피아노(고급1):150000/ 피아노(고급2):160000/ 바이올린:120000/ 첼로:120000/ 플룻:120000/ 피아노(입시):90000/ 피아노:120000,N,N,156820,개원,2006-06-09,2006-06-09,2021-10-17
동작구,교습소,14086,엘음악교습소,서울특별시 동작구 사당로27길 90,/ 1층 일부 (사당동),예능(대),예능(중),피아노주5회,음악,48,6,,Y,N,7007,개원,1999-06-25,1999-06-25,2021-10-17
동작구,학원,14124,사당예원음악학원,서울특별시 동작구 사당로23아길 1,3층 (사당동),예능(대),예능(중),음악/,음악,630,42,,,N,156818,개원,2006-06-12,2006-06-12,2021-10-17
동작구,학원,14165,종로하늘교육아틀라스어학원,서울특별시 동작구 상도로 41,2/3층 (대방동),종합(대),,보습/실용외국어(유아/초·중·고)/,,462,231,,Y,N,156811,개원,2006-06-26,2006-06-26,2021-10-17
동작구,학원,14200,노량진1호점작심독서실,서울특별시 동작구 만양로14길 55-1,/ 1~6층 (노량진동/삼영독서실),독서실,독서실(중),독서실(일반인)/,독서실(일반인),954,164,,,N,156801,개원,2006-07-07,2006-07-07,2021-10-17
동작구,학원,14269,본영광독서실,서울특별시 동작구 만양로14라길 21-5,/ 1층~5층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),6706,294,,N,N,156802,개원,2006-07-14,2006-07-14,2021-10-31
동작구,교습소,14716,이화뮤직음악교습소,서울특별시 동작구 상도로53길 6,/ 순현빌딩 5층 (상도동/순현빌딩),예능(대),예능(중),피아노(레벨1),음악,35,5,,N,N,156881,개원,2006-08-25,2006-08-25,2021-10-17
동작구,학원,14981,청운독서실,서울특별시 동작구 만양로14가길 10,3/4층(노량진동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),120,90,,Y,N,156801,개원,2006-10-13,2006-10-13,2021-10-17
동작구,학원,14993,잉글리쉬타운에스에스이티어학원,서울특별시 동작구 상도로 366,/ 3~5층,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),2050,205,,Y,N,7040,개원,2006-10-16,2006-10-16,2021-10-17
동작구,교습소,15028,미술공간미술교습소,서울특별시 동작구 사당로 176,/ 2층 (사당동),예능(대),예능(중),미술초급1,미술,59,7,미술초급1:95000/ 미술초급2:105000/ 미술초급3:105000/ 미술초급4:150000/ 미술초급5:80000/ 미술초급6:120000/ 미술초급7:175000/ 미술초급8:150000/ 입시미술1:115000/ 입시미술2:170000/ 입시미술3:150000,Y,N,7030,개원,2006-10-19,2006-10-19,2021-10-17
동작구,교습소,15041,노기현논술교습소,서울특별시 동작구 사당로17길8,대림아파트상가A동4층405-2호(사당동),입시.검정 및 보습,보통교과,한국사논술,보습·논술,20,4,한국사논술:120000/ 세계사논술:120000/ 병행논술특강:70000/ 초등논술:100000/ 중등논술:140000,N,N,156775,개원,2006-10-20,2006-10-20,2021-10-17
동작구,학원,15140,버틀러어학원,서울특별시 동작구 상도로39길 37,(상도동),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),250,182,,Y,N,156830,개원,2006-11-02,2006-11-02,2021-10-17
동작구,교습소,15266,장수네수학교습소,서울특별시 동작구 동작대로29길110,신동아아파트상가208호(사당동/신동아아파트),입시.검정 및 보습,보통교과,초등수학1,보습,48,8,초등수학1:170000/ 초등수학2:160000/ 초등수학3:140000/ 중등수학1:300000/ 중등수학2:200000/ 중등수학3:180000,N,N,156772,개원,2006-11-15,2006-11-15,2021-10-17
동작구,교습소,15725,정상영어교습소,서울특별시 동작구 서달로10길 2,3층 (흑석동),입시.검정 및 보습,보통교과,중등영어,보습,10,5,중등영어:250000/ 고등영어:300000,N,,156859,개원,2006-12-28,2006-12-28,2021-10-17
동작구,학원,15852,예경오투독서실,서울특별시 동작구 노량진로14길 20,2/3층(노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),240,120,,N,N,156800,개원,2006-12-22,2006-12-22,2021-10-17
동작구,학원,15856,상도뉴스터디학원,서울특별시 동작구 양녕로 264,/ 4층 (상도1동/ 노다지사철탕),입시.검정 및 보습,보통교과,,보습,1350,90,,N,N,156830,개원,2006-12-04,2006-12-04,2021-10-17
동작구,교습소,15868,푸른솔미술교습소,서울특별시 동작구 장승배기로 11,2층 (상도동),예능(대),예능(중),미술-초급,미술,27,9,,N,N,156841,개원,2007-01-08,2007-01-08,2021-10-17
동작구,학원,16156,참조은독서실-252,서울특별시 동작구 만양로18길 24,4-5층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),312,104,,N,,156801,개원,2007-01-05,2007-01-05,2021-10-17
동작구,교습소,16482,아이러브음악교습소,서울특별시 동작구 사당로2가길 102,사당자이아파트 상가111호 (사당동),예능(대),예능(중),피아노1,음악,28,4,,N,N,156744,개원,2007-03-08,2007-03-08,2021-10-17
동작구,교습소,16488,해법수학교습소,서울특별시 동작구 상도로 69,/ 405호 (대방동),입시.검정 및 보습,보통교과,초등수학,보습,12,4,,N,N,6953,개원,2007-03-08,2007-03-08,2021-10-17
동작구,학원,16539,밤비니뮤직스튜디오학원,서울특별시 동작구 동작대로29길 69,/ 307호/ 308호일부,예능(대),예능(중),음악/,음악,21,49,,Y,N,6999,개원,2007-02-12,2007-02-12,2021-11-07
동작구,학원,16552,하나방과후보습학원,서울특별시 동작구 동작대로7길 70,2층(사당동),입시.검정 및 보습,보통교과,보습/,보습,495,99,,N,N,156826,개원,2007-02-23,2007-02-23,2021-10-17
동작구,교습소,16942,아뜰리에바움미술교습소,서울특별시 동작구 동작대로29길 110,/ 신동아아파트상가(4단지) 205호 (사당동/신동아아파트),예능(대),예능(중),미술초등저1,미술,48,6,미술초등저1:80000/ 미술초등저2:120000/ 미술초등저3:150000/ 미술초등고1:90000/ 미술초등고2:130000/ 미술초등고3:160000,Y,N,156772,개원,2007-04-16,2007-04-16,2021-10-17
동작구,학원,16959,탑앤탑학원,서울특별시 동작구 만양로 19,신동아리버파크상가301호 (노량진동),입시.검정 및 보습,보통교과,보습/,보습,60,99,,Y,N,156724,개원,2007-03-13,2007-03-13,2021-10-17
동작구,학원,16969,제3정의학원,서울특별시 동작구 서달로 146,4층(흑석동),입시.검정 및 보습,보통교과,보습/,보습,539,77,,N,N,156859,개원,2007-03-29,2007-03-29,2021-10-17
동작구,학원,17287,최강수학보습학원,서울특별시 동작구 여의대방로 210,/ 3층/ 4층 (대방동),입시.검정 및 보습,보통교과,,보습,120,103,,Y,N,6945,개원,2007-04-06,2007-04-06,2021-10-17
